,Unnamed: 0,tweets,clean_text,Sentiment
2797,2797,Widow wins frozen sperm legal fight http://bbc.in/1l6nT26,widow wins frozen sperm legal fight,NEUTRAL
2798,2798,VIDEO: Widow wins fight to keep sperm http://bbc.in/1ni74CT,video widow wins fight keep sperm,NEUTRAL
2799,2799,NHS 'must be open over mistakes' http://bbc.in/NzX1fN,nhs must open mistakes,NEGATIVE
2800,2800,Asbestos cancer payments announced http://bbc.in/1icHwUD,asbestos cancer payments announced,NEUTRAL
2801,2801,Course revamp to retain medics http://bbc.in/1eZRYjt,course revamp retain medics,NEUTRAL
2802,2802,Ruling due in legal fight over sperm http://bbc.in/1eZRWrN,ruling due legal fight sperm,NEUTRAL
2803,2803,Ruling awaited over dead man's sperm http://bbc.in/NVPPdM,ruling awaited dead man sperm,NEUTRAL
2804,2804,Elderly care faces 'catastrophe' http://bbc.in/NVPOGE,elderly care faces catastrophe,NEGATIVE
2805,2805,Immune upgrade gives 'HIV shielding' http://bbc.in/1q9bkqw,immune upgrade gives hiv shielding,NEUTRAL
2806,2806,Statin debate: A bitter pill? http://bbc.in/NVPOqh,statin debate bitter pill,NEGATIVE
2807,2807,Second US HIV-positive baby 'cured' http://bbc.in/1ibaEeE,second us hiv positive baby cured,POSITIVE
2808,2808,WHO: Sugar intake 'should be halved' http://bbc.in/1hKXN4O,who sugar intake halved,NEUTRAL
2809,2809,Pregnancy drinking damages claim due http://bbc.in/1kZtF5w,pregnancy drinking damages claim due,NEUTRAL
2810,2810,Hospital death rates 'to be clearer' http://bbc.in/1q4CTkS,hospital death rates clearer,NEUTRAL
2811,2811,Mental abuse 'should be made crime' http://bbc.in/1hImDlM,mental abuse made crime,NEGATIVE
2812,2812,"Sugar tax may be needed, MPs told http://bbc.in/Nse7fB",sugar tax may needed mps told,NEUTRAL
2813,2813,MMR uptake hits new highs in Wales http://bbc.in/1q0RcXG,mmr uptake hits new highs wales,NEUTRAL
2814,2814,Artificial heart patient dies http://bbc.in/1eQQuIg,artificial heart patient dies,NEGATIVE
2815,2815,NHS boss's Stafford Hospital regret http://bbc.in/1eQQwQf,nhs boss stafford hospital regret,NEUTRAL
2816,2816,Failures over 'botched op surgeon' http://bbc.in/1c4mLvP,failures botched op surgeon,NEGATIVE
2817,2817,AUDIO: 'Anger increases heart attack risk' http://bbc.in/1kShlUG,audio anger increases heart attack risk,NEUTRAL
2818,2818,Hangovers 'don't deter drinkers' http://bbc.in/1hEEpGt,hangovers deter drinkers,NEUTRAL
2819,2819,VIDEO: One in five 'admits misusing A&amp;E' http://bbc.in/1hExrkM,video one five admits misusing amp,NEUTRAL
2820,2820,Angry people 'risking heart attacks' http://bbc.in/NpnMDB,angry people risking heart attacks,NEGATIVE
2821,2821,One in five 'admits misusing A&amp;E ' http://bbc.in/1n4pjeU,one five admits misusing amp,NEGATIVE
2822,2822,"30,000-year-old virus comes to life http://bbc.in/1n4n2QX",year old virus comes life,NEUTRAL
2823,2823,Voices: Pledged to NHS Change Day http://bbc.in/1c1xbML,voices pledged nhs change day,NEUTRAL
2824,2824,Mental health assessments pay row http://bbc.in/1pUfNxa,mental health assessments pay row,NEUTRAL
2825,2825,VIDEO: 'Millions lost' to missed appointments http://bbc.in/1kM7eRj,video millions lost missed appointments,NEUTRAL
2826,2826,Privatisation 'hurting health care' http://bbc.in/1eKcpRg,privatisation hurting health care,NEGATIVE
2827,2827,Thousands pledge to 'change NHS' http://bbc.in/1hyWNQY,thousands pledge change nhs,NEUTRAL
2828,2828,HIV teens survived against the odds http://bbc.in/1hvozOn,hiv teens survived odds,NEUTRAL
2829,2829,Doctors aim to grow ears from fat http://bbc.in/1hvoCd9,doctors aim grow ears fat,NEUTRAL
2830,2830,VIDEO: Man's leg kept alive on his arm http://bbc.in/1kAegbD,video man leg kept alive arm,POSITIVE
2831,2831,Seaweed 'may be key to weight loss' http://bbc.in/NEDPgF,seaweed may key weight loss,NEUTRAL
2832,2832,Why is no one talking about bladder cancer? http://bbc.in/NEcMCe,why one talking bladder cancer,NEUTRAL
2833,2833,Nightmares may be 'health warning' http://bbc.in/NEcLhw,nightmares may health warning,MIXED
2834,2834,Man's leg kept alive on his arm http://bbc.in/Nd71vn,man leg kept alive arm,POSITIVE
2835,2835,Significant drop in measles cases http://bbc.in/Nb6b2b,significant drop measles cases,NEGATIVE
2836,2836,Study: Female brain 'more resilient' http://bbc.in/NaWOiR,study female brain resilient,NEUTRAL
2837,2837,Care package to help fight dementia http://bbc.in/NaWMrx,care package help fight dementia,NEUTRAL
2838,2838,Inside a Victorian 'lunatic asylum' http://bbc.in/1ktAjB0,inside victorian lunatic asylum,NEUTRAL
2839,2839,The Social Care Curry Club http://bbc.in/N9yGNO,the social care curry club,NEUTRAL
2840,2840,The people who eat pizza every day http://bbc.in/1mJKz9r,the people eat pizza every day,NEUTRAL
2841,2841,Dirty stethoscopes 'bacteria threat' http://bbc.in/1pyRTXQ,dirty stethoscopes bacteria threat,NEGATIVE
2842,2842,US plans overhaul of food labels http://bbc.in/1pycqf8,us plans overhaul food labels,NEUTRAL
2843,2843,Newborn baby death family 'let down' http://bbc.in/N7acVi,newborn baby death family let,NEUTRAL
2844,2844,Three-person baby plans announced http://bbc.in/1mFk98N,three person baby plans announced,NEUTRAL
2845,2845,Child health 'link to father's age' http://bbc.in/NyntWI,child health link father age,NEUTRAL
2846,2846,UK troops' mental health 'resilient' http://bbc.in/Nyns5n,uk troops mental health resilient,NEUTRAL
2847,2847,Baby-boomer drug and alcohol warning http://bbc.in/Nyns5m,baby boomer drug alcohol warning,NEUTRAL
2848,2848,C-section 'link to later obesity' http://bbc.in/1kjog9h,section link later obesity,NEUTRAL
2849,2849,Private heart ops for NHS patients http://bbc.in/1bMNTza,private heart ops nhs patients,NEUTRAL
2850,2850,Tough EU smoking rules approved http://bbc.in/1mBDfwH,tough eu smoking rules approved,NEUTRAL
2851,2851,AUDIO: Teen pregnancies fall to 40-year low http://bbc.in/1jAng0G,audio teen pregnancies fall year low,NEUTRAL
2852,2852,'Breast cancer envy' campaigner dies http://bbc.in/1jAhWdR,breast cancer envy campaigner dies,NEGATIVE
2853,2853,Women need more obesity treatment http://bbc.in/1ek57n3,women need obesity treatment,NEUTRAL
2854,2854,VIDEO: Bid to improve teen cancer treatment http://bbc.in/1mAraaW,video bid improve teen cancer treatment,NEUTRAL
2855,2855,Will eldercare be as common as childcare? http://bbc.in/N1Yyer,will eldercare common childcare,NEUTRAL
2856,2856,Surgeons wait for answers on deaths http://bbc.in/1mA5EmQ,surgeons wait answers deaths,MIXED
2857,2857,Stafford Hospital trust decision due http://bbc.in/N1dKIH,stafford hospital trust decision due,NEUTRAL
2858,2858,Virtual arm eases phantom limb pain http://bbc.in/1hwc3wd,virtual arm eases phantom limb pain,NEUTRAL
2859,2859,'Wake-up call' on domestic violence http://bbc.in/1hwc3wb,wake call domestic violence,NEGATIVE
2860,2860,"NHS data project at risk, say MPs http://bbc.in/1mx5MDC",nhs data project risk say mps,NEUTRAL
2861,2861,NHS staff say care 'good enough' http://bbc.in/1jxw8UK,nhs staff say care good enough,MIXED
2862,2862,The spinal pains of the UK workforce http://bbc.in/1huumll,the spinal pains uk workforce,NEUTRAL
2863,2863,Weekend pressure builds in hospitals http://bbc.in/1jxbRyM,weekend pressure builds hospitals,NEUTRAL
2864,2864,Care home criticised in report http://bbc.in/1bIIGse,care home criticised report,NEUTRAL
2865,2865,Teen pregnancy rate 'lower still' http://bbc.in/1jwKFjv,teen pregnancy rate lower still,NEUTRAL
2866,2866,Eleven care home staff suspended http://bbc.in/1k917Gs,eleven care home staff suspended,NEUTRAL
2867,2867,Photo gallery: Healthcare challenges in Afghanistan http://bbc.in/1h9Ua81,photo gallery healthcare challenges afghanistan,NEUTRAL
2868,2868,Afghanistan medical crisis 'deepens' http://bbc.in/1h9Ubc8,afghanistan medical crisis deepens,NEUTRAL
2869,2869,Medic warns of hospital pressure http://bbc.in/1bIlYk7,medic warns hospital pressure,NEUTRAL
2870,2870,Obese 'denied' life saving treatment http://bbc.in/1bIlYk3,obese denied life saving treatment,NEGATIVE
2871,2871,Cooking meat 'may be dementia risk' http://bbc.in/1ecVxCo,cooking meat may dementia risk,NEUTRAL
2872,2872,NHS death rates 'should be ignored' http://bbc.in/1jvlqOv,nhs death rates ignored,MIXED
2873,2873,Tobacco sale ban for US campus shops http://bbc.in/1k3ErYe,tobacco sale ban us campus shops,NEUTRAL
2874,2874,NHS medical records rules 'broken' http://bbc.in/1k4SpZP,nhs medical records rules broken,NEUTRAL
2875,2875,Extra staff called in to Royal A&amp;E http://bbc.in/1h6scu3,extra staff called royal amp,NEUTRAL
2876,2876,Baby's ventilator 'removed early' http://bbc.in/1hpkXvp,baby ventilator removed early,NEUTRAL
2877,2877,Medics hail 'kidney swap' scheme http://bbc.in/1mrcACE,medics hail kidney swap scheme,NEUTRAL
2878,2878,GPs 'complacent' over HIV risk http://bbc.in/MTI8oi,gps complacent hiv risk,NEUTRAL
2879,2879,A&amp;E care to fly out to accidents http://bbc.in/1mrcAmj,amp care fly accidents,NEUTRAL
2880,2880,VIDEO: Free food bags help elderly patients http://bbc.in/Nqq4lK,video free food bags help elderly patients,NEUTRAL
2881,2881,Rare 'polio-like' disease reports http://bbc.in/1bCvXHx,rare polio like disease reports,NEUTRAL
2882,2882,Does medicine really need lab mice? http://bbc.in/1hnFdgY,does medicine really need lab mice,NEUTRAL
2883,2883,Could ECT zap worst nightmares? http://bbc.in/1padrdj,could ect zap worst nightmares,NEGATIVE
2884,2884,Councils want Neknominate warnings http://bbc.in/1e1GhZ3,councils want neknominate warnings,NEUTRAL
2885,2885,NHS trusts with deficits rise to 39 http://bbc.in/1jmMOOL,nhs trusts deficits rise,NEUTRAL
2886,2886,How does commuting affect wellbeing? http://bbc.in/1bvebpN,how commuting affect wellbeing,NEUTRAL
2887,2887,VIDEO: Video goggles for hospital patients http://bbc.in/1miecyw,video video goggles hospital patients,NEUTRAL
2888,2888,Police probe into patient deaths http://bbc.in/1jkBaDV,police probe patient deaths,NEUTRAL
2889,2889,VIDEO: Loneliness a risk in cancer patients http://bbc.in/1dWeo4C,video loneliness risk cancer patients,NEUTRAL
2890,2890,Mid Staffs faces patient death fine http://bbc.in/1dWeo4s,mid staffs faces patient death fine,NEUTRAL
2891,2891,Romanian doctors tempted by a better life http://bbc.in/1jij6u5,romanian doctors tempted better life,NEUTRAL
2892,2892,Prostate tests 'will predict risk' http://bbc.in/1dUdPrY,prostate tests predict risk,NEUTRAL
2893,2893,NHS data critics 'scaremongering' http://bbc.in/1dUdPrU,nhs data critics scaremongering,NEUTRAL
2894,2894,VIDEO: Major heart healing trial starts http://bbc.in/1jNB0Va,video major heart healing trial starts,NEUTRAL
2895,2895,Major heart healing trial starts http://bbc.in/1haYSAD,major heart healing trial starts,NEUTRAL
2896,2896,Call for hospital death rates probe http://bbc.in/1mefJWe,call hospital death rates probe,NEUTRAL
2897,2897,Nurse failed to investigate abuse http://bbc.in/1jfRPIK,nurse failed investigate abuse,NEGATIVE
2898,2898,VIDEO: Child mental health care concerns http://bbc.in/1bolRtS,video child mental health care concerns,NEUTRAL
2899,2899,'Keep focus' on Africa malaria fight http://bbc.in/Ncwkxf,keep focus africa malaria fight,NEUTRAL
2900,2900,Drug lets blind eyes 'see light' http://bbc.in/Ncwip3,drug blind eyes see light,NEUTRAL
2901,2901,Children in adult psychiatric wards http://bbc.in/1mbnJY1,children adult psychiatric wards,NEUTRAL
2902,2902,Psychotic traits tied to school move http://bbc.in/1bmiDXL,psychotic traits tied school move,NEUTRAL
2903,2903,VIDEO: Action urged over self-harm sites http://bbc.in/1gGeugZ,video action urged self harm sites,NEGATIVE
2904,2904,Food packaging health risk 'unknown' http://bbc.in/1dMjW1w,food packaging health risk unknown,NEUTRAL
2905,2905,Care.data: How did it go so wrong? http://bbc.in/1jGHIfD,care data how go wrong,MIXED
2906,2906,Scotland bucks UK drink-death trend http://bbc.in/1m9gWy0,scotland bucks uk drink death trend,NEUTRAL
2907,2907,Lifestyle 'link to miscarriage risk' http://bbc.in/1gCLpTH,lifestyle link miscarriage risk,NEUTRAL
2908,2908,VIDEO: Giant NHS database rollout delayed http://bbc.in/1j8ZgBF,video giant nhs database rollout delayed,NEUTRAL
2909,2909,Giant NHS database rollout delayed http://bbc.in/1gAOsMg,giant nhs database rollout delayed,NEUTRAL
2910,2910,Monkey's brain moves sedated avatar http://bbc.in/1gACIcC,monkey brain moves sedated avatar,NEUTRAL
2911,2911,'Deadly ambulance postcode lottery' http://bbc.in/1j7PZd1,deadly ambulance postcode lottery,NEUTRAL
2912,2912,Eating disorders can be 'fatal' http://bbc.in/1j7vehA,eating disorders fatal,NEGATIVE
2913,2913,Call for help for tongue-tie babies http://bbc.in/1oLkgSo,call help tongue tie babies,NEUTRAL
2914,2914,More ambulance staff off with stress http://bbc.in/N54naJ,more ambulance staff stress,NEGATIVE
2915,2915,VIDEO: Call for better tongue-tie care http://bbc.in/MuxPHc,video call better tongue tie care,POSITIVE
2916,2916,Test 'predicts' teen depression risk http://bbc.in/N4d7Od,test predicts teen depression risk,NEUTRAL
2917,2917,How Asperger's reignited a passion for art http://bbc.in/1gTyISW,how asperger reignited passion art,NEUTRAL
2918,2918,'Cancer monorail' can kill tumours http://bbc.in/1oFMXjI,cancer monorail kill tumours,NEUTRAL
2919,2919,The medicine in our minds http://bbc.in/1oEr6ZM,the medicine minds,NEUTRAL
2920,2920,More healing sleep for newborns http://bbc.in/Mo3utF,more healing sleep newborns,NEUTRAL
2921,2921,Computers select personal medicine http://bbc.in/1dxQoEw,computers select personal medicine,NEUTRAL
2922,2922,HG Wells: The first celebrity charity campaigner? http://bbc.in/1gHKSOr,hg wells the first celebrity charity campaigner,NEUTRAL
2923,2923,Adults 'unaware of NHS data plans' http://bbc.in/1b2Kr3i,adults unaware nhs data plans,NEUTRAL
2924,2924,AUDIO: Jab could kill brain tumour cells http://bbc.in/1dsygvQ,audio jab could kill brain tumour cells,NEUTRAL
2925,2925,VIDEO: Ex-M&amp;S boss to become NHS advisor http://bbc.in/1gfIal7,video ex amp boss become nhs advisor,NEUTRAL
2926,2926,AUDIO: Quitting smoking 'relieves stress' http://bbc.in/1gDKOiN,audio quitting smoking relieves stress,POSITIVE
2927,2927,Ex-M&amp;S boss to advise NHS managers http://bbc.in/1gBroLz,ex amp boss advise nhs managers,NEUTRAL
2928,2928,Belgium approves child euthanasia http://bbc.in/1dobjKm,belgium approves child euthanasia,NEUTRAL
2929,2929,Relative tells of A&amp;E distress http://bbc.in/1gasD5P,relative tells amp distress,NEUTRAL
2930,2930,Belgian MPs vote on child euthanasia http://bbc.in/1gasxvh,belgian mps vote child euthanasia,NEUTRAL
2931,2931,VIDEO: Breaking the silence on male rape http://bbc.in/1aXOgXf,video breaking silence male rape,NEUTRAL
2932,2932,VIDEO: Social work training reforms urged http://bbc.in/1j8tjIS,video social work training reforms urged,NEUTRAL
2933,2933,VIDEO: Psychological scars of intensive care http://bbc.in/1g9Wyv5,video psychological scars intensive care,NEUTRAL
2934,2934,Health boards consider NHS shake-up http://bbc.in/1lH7j9L,health boards consider nhs shake,NEUTRAL
2935,2935,Brain finds true beauty in maths http://bbc.in/1onroEe,brain finds true beauty maths,POSITIVE
2936,2936,'Cosmetic crisis' measures expected http://bbc.in/1onrr2V,cosmetic crisis measures expected,NEUTRAL
2937,2937,A nation of pill poppers? http://bbc.in/1aVfpKp,nation pill poppers,NEUTRAL
2938,2938,Police probe hospital pledges action http://bbc.in/Mc73TQ,police probe hospital pledges action,NEUTRAL
2939,2939,Ketamine to become Class B drug http://bbc.in/1lCu1j9,ketamine become class drug,NEGATIVE
2940,2940,AUDIO: Football-sized neck tumour removed http://bbc.in/1aUwR1F,audio football sized neck tumour removed,NEUTRAL
2941,2941,GPs add to fears over NHS database http://bbc.in/1aUf9vh,gps add fears nhs database,NEUTRAL
2942,2942,Study finds NI drug deaths different http://bbc.in/1j1E1B6,study finds ni drug deaths different,NEUTRAL
2943,2943,'Lack of clarity' over NHS savings http://bbc.in/1j0NKYn,lack clarity nhs savings,NEGATIVE
2944,2944,Rise in deaths from 'legal highs' http://bbc.in/1j0NKYj,rise deaths legal highs,NEUTRAL
2945,2945,'Millions more should take statins' http://bbc.in/MJGC7G,millions take statins,NEGATIVE
2946,2946,VIDEO: 'She is my breast cancer sister' http://bbc.in/M9Sikm,video she breast cancer sister,NEUTRAL
2947,2947,VIDEO: Dementia research: UK '30 years behind' http://bbc.in/1dg8F9m,video dementia research uk years behind,NEUTRAL
2948,2948,Car smoking ban 'due before 2015' http://bbc.in/1aQGXRj,car smoking ban due,NEUTRAL
2949,2949,Delays 'contributed to five deaths' http://bbc.in/1oeyoTR,delays contributed five deaths,NEUTRAL
2950,2950,The girl whose mouth was locked shut http://bbc.in/1iJVApN,the girl whose mouth locked shut,NEGATIVE
2951,2951,VIDEO: EU rules on child drugs 'cost lives' http://bbc.in/1iJL2qB,video eu rules child drugs cost lives,NEGATIVE
2952,2952,Ministers 'will ban car smoking' http://bbc.in/1odh29P,ministers ban car smoking,NEUTRAL
2953,2953,EU rules on child drugs 'cost lives' http://bbc.in/1dejDvZ,eu rules child drugs cost lives,NEGATIVE
2954,2954,Alarm as Kabul records polio case http://bbc.in/1debx6y,alarm kabul records polio case,NEUTRAL
2955,2955,AUDIO: Concern over new EU legal high rules http://bbc.in/MFuKDX,audio concern new eu legal high rules,NEUTRAL
2956,2956,VIDEO: Brittle bones mum achieves top goal http://bbc.in/MFuMLR,video brittle bones mum achieves top goal,NEUTRAL
2957,2957,A&amp;E review finds doctor shortage http://bbc.in/1oavKyk,amp review finds doctor shortage,NEUTRAL
2958,2958,Rise in new diabetes cases http://bbc.in/1loytCb,rise new diabetes cases,NEUTRAL
